;Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;name;age
140;731-81-9469;C;Naypyitaw;Member;Feminino;Sports and travel;89,8;10;44,9;942,9;1/23/2019;13:00;Cartão de Crédito;898,0;4,761,904,762;44,9;5,4;Dra. Helena Cavalcanti;58
141;280-17-4359;C;Naypyitaw;Member;Masculino;Saúde e beleza;90,5;10;45,25;950,25;1/25/2019;13:48;Dinheiro;905,0;4,761,904,762;45,25;8,1;Ana Luiza Freitas;70
142;338-65-2210;C;Naypyitaw;Member;Feminino;Saúde e beleza;68,6;10;34,3;720,3;2/5/2019;19:57;Dinheiro;686,0;4,761,904,762;34,3;9,1;Apollo Machado;67
143;488-25-4221;C;Naypyitaw;Member;Feminino;Food and beverages;30,41;1;15,205;319,305;2/22/2019;10:36;Cartão de Crédito;30,41;4,761,904,762;15,205;8,4;Theodoro Dias;28
144;239-10-7476;A;Yangon;Normal;Feminino;Casa e estilo de vida;77,95;6;23,385;491,085;1/21/2019;16:37;pix;467,7;4,761,904,762;23,385;8,0;Aurora Casa Grande;51
145;458-41-1477;C;Naypyitaw;Normal;Feminino;Saúde e beleza;46,26;6;13,878;291,438;3/8/2019;17:11;Cartão de Crédito;277,56;4,761,904,762;13,878;9,5;Srta. Clara Rodrigues;65
146;685-64-1609;A;Yangon;Member;Feminino;Fashion accessories;30,14;10;15,07;316,47;2/10/2019;12:28;pix;301,4;4,761,904,762;15,07;9,2;Luiz Miguel da Paz;60
147;568-90-5112;C;Naypyitaw;Normal;Masculino;Saúde e beleza;66,14;4;13,228;277,788;3/19/2019;12:46;Cartão de Crédito;264,56;4,761,904,762;13,228;5,6;Brenda Pereira;65
148;262-47-2794;B;Mandalay;Member;Masculino;Casa e estilo de vida;71,86;8;28,744;603,624;3/6/2019;15:07;Cartão de Crédito;574,88;4,761,904,762;28,744;6,2;Nicolas Guerra;59
149;238-49-0436;A;Yangon;Normal;Masculino;Saúde e beleza;32,46;8;12,984;272,664;3/27/2019;13:48;Cartão de Crédito;259,68;4,761,904,762;12,984;4,9;Guilherme da Cruz;37
150;608-96-3517;B;Mandalay;Member;Feminino;Fashion accessories;91,54;4;18,308;384,468;3/23/2019;19:20;Cartão de Crédito;366,16;4,761,904,762;18,308;4,8;Daniela Santos;70
151;584-86-7256;C;Naypyitaw;Member;Masculino;Sports and travel;34,56;7;12,096;254,016;3/11/2019;16:07;Cartão de Crédito;241,92;4,761,904,762;12,096;7,3;Rebeca Nogueira;24
152;746-94-0204;A;Yangon;Normal;Masculino;Fashion accessories;83,24;9;37,458;786,618;1/29/2019;11:56;Cartão de Crédito;749,16;4,761,904,762;37,458;7,4;João Lucas Almeida;69
153;214-17-6927;C;Naypyitaw;Normal;Feminino;Food and beverages;16,48;6;4,944;103,824;2/7/2019;18:23;pix;98,88;4,761,904,762;4,944;9,9;Paulo Fogaça;54
154;400-89-4171;C;Naypyitaw;Normal;Feminino;Sports and travel;80,97;8;32,388;680,148;1/28/2019;13:05;Dinheiro;647,76;4,761,904,762;32,388;9,3;Asafe Rocha;24
155;782-95-9291;A;Yangon;Member;Masculino;Food and beverages;92,29;5;230,725;4,845,225;2/20/2019;15:55;Cartão de Crédito;461,45;4,761,904,762;230,725;9,0;Daniel Barbosa;30
156;279-74-2924;B;Mandalay;Member;Masculino;Acessórios eletrônicos;72,17;1;36,085;757,785;1/4/2019;19:40;Dinheiro;72,17;4,761,904,762;36,085;6,1;Pietra Garcia;48
157;307-85-2293;B;Mandalay;Normal;Masculino;Casa e estilo de vida;50,28;5;12,57;263,97;3/7/2019;13:58;pix;251,4;4,761,904,762;12,57;9,7;João Lucas Almeida;69
158;743-04-1105;B;Mandalay;Member;Masculino;Saúde e beleza;97,22;9;43,749;918,729;3/30/2019;14:43;pix;874,98;4,761,904,762;43,749;6,0;Daniel Vargas;37
159;423-57-2993;B;Mandalay;Normal;Masculino;Sports and travel;93,39;6;28,017;588,357;3/27/2019;19:18;pix;560,34;4,761,904,762;28,017;10,0;Maria da Mota;24
160;894-41-5205;C;Naypyitaw;Normal;Feminino;Food and beverages;43,18;8;17,272;362,712;1/19/2019;19:39;Cartão de Crédito;345,44;4,761,904,762;17,272;8,3;Maya Rocha;34
161;275-28-0149;A;Yangon;Normal;Masculino;Sports and travel;63,69;1;31,845;668,745;2/25/2019;16:21;Dinheiro;63,69;4,761,904,762;31,845;6,0;Cecília Castro;21
162;101-17-6199;A;Yangon;Normal;Masculino;Food and beverages;45,79;7;160,265;3,365,565;3/13/2019;19:44;Cartão de Crédito;320,53;4,761,904,762;160,265;7,0;Dra. Ester Pires;57
163;423-80-0988;C;Naypyitaw;Normal;Masculino;Sports and travel;76,4;2;7,64;160,44;1/30/2019;19:42;pix;152,8;4,761,904,762;7,64;6,5;João Felipe Fonseca;55
164;548-46-9322;B;Mandalay;Normal;Masculino;Food and beverages;39,9;10;19,95;418,95;2/20/2019;15:24;Cartão de Crédito;399,0;4,761,904,762;19,95;5,9;Sr. Davi Miguel Vasconcelos;55
165;505-02-0892;B;Mandalay;Member;Masculino;Saúde e beleza;42,57;8;17,028;357,588;2/25/2019;14:12;pix;340,56;4,761,904,762;17,028;5,6;Luara da Rosa;35
166;234-65-2137;C;Naypyitaw;Normal;Masculino;Casa e estilo de vida;95,58;10;47,79;1003,59;1/16/2019;13:32;Dinheiro;955,8;4,761,904,762;47,79;4,8;Dra. Aylla Monteiro;46
167;687-47-8271;A;Yangon;Normal;Masculino;Fashion accessories;98,98;10;49,49;1039,29;2/8/2019;16:20;Cartão de Crédito;989,8;4,761,904,762;49,49;8,7;Luana da Mata;41
168;796-32-9050;A;Yangon;Normal;Masculino;Food and beverages;51,28;6;15,384;323,064;1/19/2019;16:31;Dinheiro;307,68;4,761,904,762;15,384;6,5;João Lucas Almeida;69
169;105-31-1824;A;Yangon;Member;Masculino;Sports and travel;69,52;7;24,332;510,972;2/1/2019;15:10;Cartão de Crédito;486,64;4,761,904,762;24,332;8,5;Maria Alice Pastor;35
170;249-42-3782;A;Yangon;Normal;Masculino;Saúde e beleza;70,01;5;175,025;3,675,525;1/3/2019;11:36;pix;350,05;4,761,904,762;175,025;5,5;Benício Montenegro;47
171;316-55-4634;B;Mandalay;Member;Masculino;Food and beverages;80,05;5;200,125;4,202,625;1/26/2019;12:45;Cartão de Crédito;400,25;4,761,904,762;200,125;9,4;Marcela Cavalcante;66
172;733-33-4967;C;Naypyitaw;Normal;Masculino;Acessórios eletrônicos;20,85;8;8,34;175,14;3/3/2019;19:17;Dinheiro;166,8;4,761,904,762;8,34;6,3;Nathan Correia;39
173;608-27-6295;B;Mandalay;Member;Masculino;Acessórios eletrônicos;52,89;6;15,867;333,207;1/19/2019;17:34;Cartão de Crédito;317,34;4,761,904,762;15,867;9,8;Fernando Vieira;47
174;414-12-7047;B;Mandalay;Normal;Masculino;Food and beverages;19,79;8;7,916;166,236;1/18/2019;12:04;pix;158,32;4,761,904,762;7,916;8,7;Sr. Enzo Andrade;22
175;827-26-2100;A;Yangon;Member;Masculino;Casa e estilo de vida;33,84;9;15,228;319,788;3/21/2019;16:21;pix;304,56;4,761,904,762;15,228;8,8;Henry da Cruz;37
176;175-54-2529;A;Yangon;Member;Masculino;Food and beverages;22,17;8;8,868;186,228;3/3/2019;17:01;Cartão de Crédito;177,36;4,761,904,762;8,868;9,6;Kamilly da Mata;26
177;139-52-2867;C;Naypyitaw;Normal;Feminino;Fashion accessories;22,51;7;78,785;1,654,485;2/13/2019;10:50;Cartão de Crédito;157,57;4,761,904,762;78,785;4,8;João Lucas da Mata;20
178;407-63-8975;A;Yangon;Normal;Masculino;Food and beverages;73,88;6;22,164;465,444;3/23/2019;19:16;pix;443,28;4,761,904,762;22,164;4,4;Bruna Novaes;60
179;342-65-4817;C;Naypyitaw;Member;Masculino;Saúde e beleza;86,8;3;13,02;273,42;1/28/2019;16:47;pix;260,4;4,761,904,762;13,02;9,9;Benício Montenegro;47
180;130-98-8941;C;Naypyitaw;Normal;Masculino;Fashion accessories;64,26;7;22,491;472,311;2/9/2019;10:00;Dinheiro;449,82;4,761,904,762;22,491;5,7;Sara Cavalcante;30
181;434-83-9547;C;Naypyitaw;Member;Masculino;Food and beverages;38,47;8;15,388;323,148;1/23/2019;11:51;Dinheiro;307,76;4,761,904,762;15,388;7,7;Sra. Daniela Câmara;25
182;851-28-6367;A;Yangon;Member;Masculino;Sports and travel;15,5;10;7,75;162,75;3/23/2019;10:55;pix;155,0;4,761,904,762;7,75;8,0;Henry Gabriel Melo;33
183;824-88-3614;C;Naypyitaw;Normal;Masculino;Saúde e beleza;34,31;8;13,724;288,204;1/25/2019;15:00;pix;274,48;4,761,904,762;13,724;5,7;Sophie Camargo;53
184;586-25-0848;A;Yangon;Normal;Feminino;Sports and travel;12,34;7;4,319;90,699;3/4/2019;11:19;Cartão de Crédito;86,38;4,761,904,762;4,319;6,7;Liam da Mata;35
185;895-66-0685;B;Mandalay;Member;Masculino;Food and beverages;18,08;3;2,712;56,952;3/5/2019;19:46;pix;54,24;4,761,904,762;2,712;8,0;Dra. Fernanda Abreu;19
186;305-14-0245;B;Mandalay;Member;Feminino;Casa e estilo de vida;94,49;8;37,796;793,716;3/3/2019;19:00;pix;755,92;4,761,904,762;37,796;7,5;Zoe Nascimento;57
187;732-04-5373;B;Mandalay;Member;Masculino;Casa e estilo de vida;46,47;4;9,294;195,174;2/8/2019;10:53;Dinheiro;185,88;4,761,904,762;9,294;7,0;Ester Pereira;52
188;400-60-7251;A;Yangon;Normal;Masculino;Casa e estilo de vida;74,07;1;37,035;777,735;2/10/2019;12:50;pix;74,07;4,761,904,762;37,035;9,9;Vinícius da Luz;30
189;593-65-1552;C;Naypyitaw;Normal;Feminino;Casa e estilo de vida;69,81;4;13,962;293,202;1/28/2019;20:50;Cartão de Crédito;279,24;4,761,904,762;13,962;5,9;Maria Helena Porto;62
190;284-34-9626;B;Mandalay;Normal;Feminino;Casa e estilo de vida;77,04;3;11,556;242,676;2/11/2019;10:39;Cartão de Crédito;231,12;4,761,904,762;11,556;7,2;Marcos Vinicius Silva;28
191;437-58-8131;B;Mandalay;Normal;Feminino;Fashion accessories;73,52;2;7,352;154,392;1/15/2019;13:41;pix;147,04;4,761,904,762;7,352;4,6;Maria Flor Melo;70
192;286-43-6208;C;Naypyitaw;Normal;Feminino;Food and beverages;87,8;9;39,51;829,71;3/16/2019;19:08;Dinheiro;790,2;4,761,904,762;39,51;9,2;Gustavo Henrique Lopes;50
193;641-43-2399;B;Mandalay;Normal;Masculino;Casa e estilo de vida;25,55;4;5,11;107,31;1/26/2019;20:23;pix;102,2;4,761,904,762;5,11;5,7;Emanuel Dias;59
194;831-07-6050;A;Yangon;Normal;Masculino;Acessórios eletrônicos;32,71;5;81,775;1,717,275;3/19/2019;11:30;Cartão de Crédito;163,55;4,761,904,762;81,775;9,9;Letícia Oliveira;32
195;556-86-3144;C;Naypyitaw;Member;Feminino;Fashion accessories;74,29;1;37,145;780,045;1/13/2019;19:30;Dinheiro;74,29;4,761,904,762;37,145;5,0;Cecília Novaes;70
196;848-24-9445;C;Naypyitaw;Member;Masculino;Saúde e beleza;43,7;2;4,37;91,77;3/26/2019;18:03;Dinheiro;87,4;4,761,904,762;4,37;4,9;Sara Cavalcante;30
197;856-22-8149;A;Yangon;Normal;Feminino;Casa e estilo de vida;25,29;1;12,645;265,545;3/23/2019;10:13;pix;25,29;4,761,904,762;12,645;6,1;Srta. Maria Flor Pereira;30
198;699-01-4164;C;Naypyitaw;Normal;Masculino;Saúde e beleza;41,5;4;8,3;174,3;3/12/2019;19:58;Cartão de Crédito;166,0;4,761,904,762;8,3;8,2;Ísis Gonçalves;64
199;420-11-4919;C;Naypyitaw;Member;Feminino;Food and beverages;71,39;5;178,475;3,747,975;2/17/2019;19:57;Cartão de Crédito;356,95;4,761,904,762;178,475;5,5;Vitor Hugo Vasconcelos;48
200;606-80-4905;C;Naypyitaw;Member;Feminino;Sports and travel;19,15;6;5,745;120,645;1/29/2019;10:01;Cartão de Crédito;114,9;4,761,904,762;5,745;6,8;Sophie Camargo;53
201;542-41-0513;B;Mandalay;Member;Feminino;Acessórios eletrônicos;57,49;4;11,498;241,458;3/15/2019;11:57;Dinheiro;229,96;4,761,904,762;11,498;6,6;Pietra Garcia;48
202;426-39-2418;C;Naypyitaw;Normal;Masculino;Acessórios eletrônicos;61,41;7;214,935;4,513,635;1/14/2019;10:02;Dinheiro;429,87;4,761,904,762;214,935;9,8;Sr. Nicolas Nogueira;67
203;875-46-5808;B;Mandalay;Member;Masculino;Saúde e beleza;25,9;10;12,95;271,95;2/6/2019;14:51;pix;259,0;4,761,904,762;12,95;8,7;Sr. Felipe Silva;34
204;394-43-4238;B;Mandalay;Member;Masculino;Casa e estilo de vida;17,77;5;44,425;932,925;2/15/2019;12:42;Cartão de Crédito;88,85;4,761,904,762;44,425;5,4;Maitê Pacheco;63
205;749-24-1565;A;Yangon;Normal;Feminino;Saúde e beleza;23,03;9;103,635;2,176,335;1/3/2019;12:02;pix;207,27;4,761,904,762;103,635;7,9;Théo Fonseca;44
206;672-51-8681;C;Naypyitaw;Member;Feminino;Acessórios eletrônicos;66,65;9;299,925;6,298,425;1/4/2019;18:19;Cartão de Crédito;599,85;4,761,904,762;299,925;9,7;Srta. Maria Flor Pereira;30
207;263-87-5680;C;Naypyitaw;Member;Feminino;Casa e estilo de vida;28,53;10;14,265;299,565;3/18/2019;17:38;pix;285,3;4,761,904,762;14,265;7,8;Ayla Silva;46
208;573-58-9734;B;Mandalay;Normal;Feminino;Fashion accessories;30,37;3;45,555;956,655;3/28/2019;13:41;pix;91,11;4,761,904,762;45,555;5,1;Brayan Silveira;59
209;817-69-8206;B;Mandalay;Normal;Feminino;Acessórios eletrônicos;99,73;9;448,785;9,424,485;3/2/2019;19:42;Cartão de Crédito;897,57;4,761,904,762;448,785;6,5;Vinícius da Luz;30
210;888-02-0338;A;Yangon;Normal;Masculino;Acessórios eletrônicos;26,23;9;118,035;2,478,735;1/25/2019;20:24;pix;236,07;4,761,904,762;118,035;5,9;Srta. Clara Rodrigues;65
211;677-11-0152;C;Naypyitaw;Normal;Feminino;Food and beverages;93,26;9;41,967;881,307;1/16/2019;18:08;Dinheiro;839,34;4,761,904,762;41,967;8,8;Dra. Ester Pires;57
212;142-63-6033;B;Mandalay;Normal;Masculino;Casa e estilo de vida;92,36;5;23,09;484,89;3/20/2019;19:17;pix;461,8;4,761,904,762;23,09;4,9;Maria Julia Fernandes;61
213;656-16-1063;B;Mandalay;Normal;Masculino;Sports and travel;46,42;3;6,963;146,223;1/4/2019;13:24;Cartão de Crédito;139,26;4,761,904,762;6,963;4,4;Dr. Vicente Borges;31
214;891-58-8335;B;Mandalay;Member;Feminino;Sports and travel;29,61;7;103,635;2,176,335;3/11/2019;15:53;Dinheiro;207,27;4,761,904,762;103,635;6,5;Dra. Helena Cavalcanti;58
215;802-43-8934;A;Yangon;Normal;Masculino;Casa e estilo de vida;18,28;1;0,914;19,194;3/22/2019;15:05;Cartão de Crédito;18,28;4,761,904,762;0,914;8,3;Felipe Nunes;56
216;560-30-5617;B;Mandalay;Normal;Feminino;Sports and travel;24,77;5;61,925;1,300,425;3/24/2019;18:27;Dinheiro;123,85;4,761,904,762;61,925;8,5;Davi Lucas da Paz;23
217;319-74-2561;A;Yangon;Member;Feminino;Acessórios eletrônicos;94,64;3;14,196;298,116;2/21/2019;16:55;Dinheiro;283,92;4,761,904,762;14,196;5,5;Sarah Sampaio;41
218;549-03-9315;B;Mandalay;Normal;Masculino;Fashion accessories;94,87;8;37,948;796,908;2/12/2019;12:58;pix;758,96;4,761,904,762;37,948;8,7;Srta. Carolina Novais;47
219;790-29-1172;B;Mandalay;Normal;Feminino;Food and beverages;57,34;3;8,601;180,621;3/10/2019;18:59;Cartão de Crédito;172,02;4,761,904,762;8,601;7,9;Cecília Castro;21
220;239-36-3640;B;Mandalay;Normal;Masculino;Acessórios eletrônicos;45,35;6;13,605;285,705;1/31/2019;13:44;pix;272,1;4,761,904,762;13,605;6,1;Benício Montenegro;47
221;468-01-2051;B;Mandalay;Normal;Masculino;Food and beverages;62,08;7;21,728;456,288;3/6/2019;13:46;pix;434,56;4,761,904,762;21,728;5,4;Dom da Mata;28
222;389-25-3394;C;Naypyitaw;Normal;Masculino;Acessórios eletrônicos;11,81;5;29,525;620,025;2/17/2019;18:06;Dinheiro;59,05;4,761,904,762;29,525;9,4;Eloá Mendes;52
223;279-62-1445;C;Naypyitaw;Member;Feminino;Fashion accessories;12,54;1;0,627;13,167;2/21/2019;12:38;Dinheiro;12,54;4,761,904,762;0,627;8,2;Antony Pinto;18
224;213-72-6612;A;Yangon;Normal;Masculino;Food and beverages;43,25;2;4,325;90,825;3/20/2019;15:56;Dinheiro;86,5;4,761,904,762;4,325;6,2;Maria Isis Barros;60
225;746-68-6593;C;Naypyitaw;Member;Feminino;Sports and travel;87,16;2;8,716;183,036;1/11/2019;14:29;Cartão de Crédito;174,32;4,761,904,762;8,716;9,7;Enrico Santos;51
226;836-82-5858;B;Mandalay;Member;Masculino;Saúde e beleza;69,37;9;312,165;6,555,465;1/26/2019;19:14;pix;624,33;4,761,904,762;312,165;4,0;Liam da Mata;35
227;583-72-1480;C;Naypyitaw;Member;Masculino;Acessórios eletrônicos;37,06;4;7,412;155,652;1/31/2019;16:24;pix;148,24;4,761,904,762;7,412;9,7;Ana Luiza Freitas;70
228;466-61-5506;B;Mandalay;Member;Feminino;Acessórios eletrônicos;90,7;6;27,21;571,41;2/26/2019;10:52;Dinheiro;544,2;4,761,904,762;27,21;5,3;Melina Fonseca;35
229;721-86-6247;A;Yangon;Normal;Feminino;Casa e estilo de vida;63,42;8;25,368;532,728;3/11/2019;12:55;pix;507,36;4,761,904,762;25,368;7,4;Isabella Pacheco;62
230;289-65-5721;B;Mandalay;Normal;Feminino;Fashion accessories;81,37;2;8,137;170,877;1/26/2019;19:28;Dinheiro;162,74;4,761,904,762;8,137;6,5;Maria Helena Guerra;41
231;545-46-3100;B;Mandalay;Member;Feminino;Acessórios eletrônicos;10,59;3;15,885;333,585;3/12/2019;13:52;Cartão de Crédito;31,77;4,761,904,762;15,885;8,7;Evelyn Gomes;61
232;418-02-5978;B;Mandalay;Normal;Feminino;Saúde e beleza;84,09;9;378,405;7,946,505;2/11/2019;10:54;Dinheiro;756,81;4,761,904,762;378,405;8,0;João Lucas da Mata;20
233;269-04-5750;B;Mandalay;Member;Masculino;Fashion accessories;73,82;4;14,764;310,044;2/21/2019;18:31;Dinheiro;295,28;4,761,904,762;14,764;6,7;Nina Teixeira;47
234;157-13-5295;A;Yangon;Member;Masculino;Saúde e beleza;51,94;10;25,97;545,37;3/9/2019;18:24;pix;519,4;4,761,904,762;25,97;6,5;Rafael Vieira;44
235;645-78-8093;A;Yangon;Normal;Feminino;Sports and travel;93,14;2;9,314;195,594;1/20/2019;18:09;pix;186,28;4,761,904,762;9,314;4,1;Luiz Henrique Vargas;20
236;211-30-9270;C;Naypyitaw;Normal;Masculino;Saúde e beleza;17,41;5;43,525;914,025;1/28/2019;15:16;Cartão de Crédito;87,05;4,761,904,762;43,525;4,9;Gael Pinto;28
237;755-12-3214;C;Naypyitaw;Member;Feminino;Fashion accessories;44,22;5;11,055;232,155;3/5/2019;17:07;Cartão de Crédito;221,1;4,761,904,762;11,055;8,6;Srta. Ana Cecília Lopes;63
238;346-84-3103;B;Mandalay;Member;Feminino;Acessórios eletrônicos;13,22;5;3,305;69,405;3/2/2019;19:26;Dinheiro;66,1;4,761,904,762;3,305;4,3;João Miguel da Cunha;39
239;478-06-7835;A;Yangon;Normal;Masculino;Fashion accessories;89,69;1;44,845;941,745;1/11/2019;11:20;pix;89,69;4,761,904,762;44,845;4,9;Dr. Davi Lucca Guerra;27
240;540-11-4336;A;Yangon;Normal;Masculino;Food and beverages;24,94;9;11,223;235,683;1/11/2019;16:49;Cartão de Crédito;224,46;4,761,904,762;11,223;5,6;Sr. Antony Melo;25
241;448-81-5016;A;Yangon;Normal;Masculino;Saúde e beleza;59,77;2;5,977;125,517;3/11/2019;12:01;Cartão de Crédito;119,54;4,761,904,762;5,977;5,8;Isabella Montenegro;19
242;142-72-4741;C;Naypyitaw;Member;Masculino;Fashion accessories;93,2;2;9,32;195,72;2/28/2019;18:37;Cartão de Crédito;186,4;4,761,904,762;9,32;6,0;Dr. Davi Lucca Guerra;27
243;217-58-1179;A;Yangon;Member;Masculino;Casa e estilo de vida;62,65;4;12,53;263,13;1/5/2019;11:25;Dinheiro;250,6;4,761,904,762;12,53;4,2;Nathan Correia;39
244;376-02-8238;B;Mandalay;Normal;Masculino;Casa e estilo de vida;93,87;8;37,548;788,508;2/2/2019;18:42;Cartão de Crédito;750,96;4,761,904,762;37,548;8,3;Dra. Fernanda Abreu;19
245;530-90-9855;A;Yangon;Member;Masculino;Casa e estilo de vida;47,59;8;19,036;399,756;1/1/2019;14:47;Dinheiro;380,72;4,761,904,762;19,036;5,7;Danilo Cardoso;64
246;866-05-7563;B;Mandalay;Member;Feminino;Acessórios eletrônicos;81,4;3;12,21;256,41;2/9/2019;19:43;Dinheiro;244,2;4,761,904,762;12,21;4,8;Sra. Isadora Viana;33
247;604-70-6476;A;Yangon;Member;Masculino;Fashion accessories;17,94;5;4,485;94,185;1/23/2019;14:04;pix;89,7;4,761,904,762;4,485;6,8;Theodoro Dias;28
248;799-71-1548;A;Yangon;Member;Masculino;Acessórios eletrônicos;77,72;4;15,544;326,424;1/7/2019;16:11;Cartão de Crédito;310,88;4,761,904,762;15,544;8,8;Brenda Pereira;65
249;785-13-7708;B;Mandalay;Normal;Masculino;Food and beverages;73,06;7;25,571;536,991;1/14/2019;19:06;Cartão de Crédito;511,42;4,761,904,762;25,571;4,2;Srta. Alice Nascimento;33
250;845-51-0542;B;Mandalay;Member;Masculino;Food and beverages;46,55;9;209,475;4,398,975;2/2/2019;15:34;pix;418,95;4,761,904,762;209,475;6,4;Sra. Maria Clara Machado;38
251;662-47-5456;C;Naypyitaw;Member;Masculino;Fashion accessories;35,19;10;17,595;369,495;3/17/2019;19:06;Cartão de Crédito;351,9;4,761,904,762;17,595;8,4;Lara Souza;61
252;883-17-4236;C;Naypyitaw;Normal;Feminino;Sports and travel;14,39;2;1,439;30,219;3/2/2019;19:44;Cartão de Crédito;28,78;4,761,904,762;1,439;7,2;Cecília Novaes;70
253;290-68-2984;A;Yangon;Normal;Masculino;Casa e estilo de vida;23,75;4;4,75;99,75;3/16/2019;11:22;Dinheiro;95,0;4,761,904,762;4,75;5,2;Sarah Sampaio;41
254;704-11-6354;A;Yangon;Member;Masculino;Casa e estilo de vida;58,9;8;23,56;494,76;1/6/2019;11:23;Dinheiro;471,2;4,761,904,762;23,56;8,9;Pietro Alves;47
255;110-48-7033;B;Mandalay;Member;Masculino;Fashion accessories;32,62;4;6,524;137,004;1/29/2019;14:12;Dinheiro;130,48;4,761,904,762;6,524;9,0;Aylla Monteiro;46
256;366-93-0948;A;Yangon;Member;Masculino;Acessórios eletrônicos;66,35;1;33,175;696,675;1/31/2019;10:46;Cartão de Crédito;66,35;4,761,904,762;33,175;9,7;Apollo Machado;67
257;729-09-9681;A;Yangon;Member;Masculino;Casa e estilo de vida;25,91;6;7,773;163,233;2/5/2019;10:16;pix;155,46;4,761,904,762;7,773;8,7;Fernando Vieira;47
258;151-16-1484;A;Yangon;Member;Masculino;Acessórios eletrônicos;32,25;4;6,45;135,45;2/13/2019;12:38;pix;129,0;4,761,904,762;6,45;6,5;Otávio Moraes;37
259;380-94-4661;C;Naypyitaw;Member;Masculino;Acessórios eletrônicos;65,94;4;13,188;276,948;2/7/2019;13:05;Cartão de Crédito;263,76;4,761,904,762;13,188;6,9;Benício Montenegro;47
260;850-41-9669;A;Yangon;Normal;Feminino;Acessórios eletrônicos;75,06;9;33,777;709,317;3/19/2019;13:25;pix;675,54;4,761,904,762;33,777;6,2;Maria Luísa Porto;32
261;821-07-3596;C;Naypyitaw;Normal;Feminino;Fashion accessories;16,45;4;3,29;69,09;3/7/2019;14:53;pix;65,8;4,761,904,762;3,29;5,6;Liam Mendes;26
262;655-85-5130;B;Mandalay;Member;Feminino;Fashion accessories;38,3;4;7,66;160,86;3/13/2019;19:22;Dinheiro;153,2;4,761,904,762;7,66;5,7;Rafael Alves;29
263;447-15-7839;A;Yangon;Member;Feminino;Sports and travel;22,24;10;11,12;233,52;2/9/2019;11:00;Dinheiro;222,4;4,761,904,762;11,12;4,2;Cecília Castro;21
264;154-74-7179;B;Mandalay;Normal;Masculino;Sports and travel;54,45;1;27,225;571,725;2/26/2019;19:24;pix;54,45;4,761,904,762;27,225;7,9;Pietra Garcia;48
265;253-12-6086;A;Yangon;Member;Feminino;Sports and travel;98,4;7;34,44;723,24;3/12/2019;12:43;Cartão de Crédito;688,8;4,761,904,762;34,44;8,7;Nina Campos;64
266;808-65-0703;C;Naypyitaw;Normal;Masculino;Casa e estilo de vida;35,47;4;7,094;148,974;3/14/2019;17:22;Cartão de Crédito;141,88;4,761,904,762;7,094;6,9;Aurora Casa Grande;51
267;571-94-0759;B;Mandalay;Member;Feminino;Food and beverages;74,6;10;37,3;783,3;1/8/2019;20:55;Dinheiro;746,0;4,761,904,762;37,3;9,5;Mateus Pacheco;29
268;144-51-6085;A;Yangon;Member;Masculino;Casa e estilo de vida;70,74;4;14,148;297,108;1/5/2019;16:05;Cartão de Crédito;282,96;4,761,904,762;14,148;4,4;Ester Garcia;32
269;731-14-2199;A;Yangon;Member;Feminino;Casa e estilo de vida;35,54;10;17,77;373,17;1/4/2019;13:34;pix;355,4;4,761,904,762;17,77;7,0;Sophie Camargo;53
270;783-09-1637;B;Mandalay;Normal;Feminino;Sports and travel;67,43;5;168,575;3,540,075;3/6/2019;18:13;pix;337,15;4,761,904,762;168,575;6,3;Nicolas Vieira;26
271;687-15-1097;C;Naypyitaw;Member;Feminino;Saúde e beleza;21,12;2;2,112;44,352;1/3/2019;19:17;Dinheiro;42,24;4,761,904,762;2,112;9,7;Nathan Correia;39
272;126-54-1082;A;Yangon;Member;Feminino;Casa e estilo de vida;21,54;9;9,693;203,553;1/7/2019;11:44;Cartão de Crédito;193,86;4,761,904,762;9,693;8,8;Nicolas Vieira;26
273;633-91-1052;A;Yangon;Normal;Feminino;Casa e estilo de vida;12,03;2;1,203;25,263;1/27/2019;15:51;Dinheiro;24,06;4,761,904,762;1,203;5,1;Nina Araújo;39
274;477-24-6490;B;Mandalay;Normal;Feminino;Saúde e beleza;99,71;6;29,913;628,173;2/26/2019;16:52;pix;598,26;4,761,904,762;29,913;7,9;Maria Flor Melo;70
275;566-19-5475;B;Mandalay;Normal;Masculino;Fashion accessories;47,97;7;167,895;3,525,795;1/7/2019;20:52;Dinheiro;335,79;4,761,904,762;167,895;6,2;Sra. Ana Vitória Lopes;46
276;526-86-8552;C;Naypyitaw;Member;Feminino;Casa e estilo de vida;21,82;10;10,91;229,11;1/7/2019;17:36;Dinheiro;218,2;4,761,904,762;10,91;7,1;Evelyn Gomes;61
277;376-56-3573;C;Naypyitaw;Normal;Feminino;Fashion accessories;95,42;4;19,084;400,764;2/2/2019;13:23;pix;381,68;4,761,904,762;19,084;6,4;Vicente Borges;31
278;537-72-0426;C;Naypyitaw;Member;Masculino;Fashion accessories;70,99;10;35,495;745,395;3/20/2019;16:28;Dinheiro;709,9;4,761,904,762;35,495;5,7;Francisco Camargo;31
279;828-61-5674;A;Yangon;Member;Masculino;Sports and travel;44,02;10;22,01;462,21;3/20/2019;19:57;Cartão de Crédito;440,2;4,761,904,762;22,01;9,6;Vicente Borges;31
